;;;;;;;;;;;;;;;;;PROMEDIO
27/06/2017 15:12;628;27/06/2017 15:12;667;27/06/2017 15:12;498;27/06/2017 15:13;611;;27/06/2017 15:12;0,076906274;27/06/2017 15:12;0,067567543;27/06/2017 15:12;0,112856988;27/06/2017 15:13;0,081159971;0,075211263
27/06/2017 15:12;626;27/06/2017 15:12;668;27/06/2017 15:13;498;27/06/2017 15:13;612;;27/06/2017 15:12;0,077400692;27/06/2017 15:12;0,067335333;27/06/2017 15:13;0,112856988;27/06/2017 15:13;0,080906496;0,075214174
27/06/2017 15:13;624;27/06/2017 15:12;671;27/06/2017 15:13;497;27/06/2017 15:13;612;;27/06/2017 15:13;0,077896693;27/06/2017 15:12;0,066640784;27/06/2017 15:13;0,113168546;27/06/2017 15:13;0,080906496;0,075147991
27/06/2017 15:13;625;27/06/2017 15:12;668;27/06/2017 15:13;499;27/06/2017 15:13;610;;27/06/2017 15:13;0,077648494;27/06/2017 15:12;0,067335333;27/06/2017 15:13;0,112546055;27/06/2017 15:13;0,081413862;0,075465896
27/06/2017 15:13;624;27/06/2017 15:13;667;27/06/2017 15:13;499;27/06/2017 15:13;611;;27/06/2017 15:13;0,077896693;27/06/2017 15:13;0,067567543;27/06/2017 15:13;0,112546055;27/06/2017 15:13;0,081159971;0,075541402
27/06/2017 15:13;624;27/06/2017 15:13;667;27/06/2017 15:13;500;27/06/2017 15:13;615;;27/06/2017 15:13;0,077896693;27/06/2017 15:13;0,067567543;27/06/2017 15:13;0,112235745;27/06/2017 15:13;0,080148548;0,075204261
27/06/2017 15:13;625;27/06/2017 15:13;667;27/06/2017 15:13;498;27/06/2017 15:13;612;;27/06/2017 15:13;0,077648494;27/06/2017 15:13;0,067567543;27/06/2017 15:13;0,112856988;27/06/2017 15:13;0,080906496;0,075374178
27/06/2017 15:13;625;27/06/2017 15:13;669;27/06/2017 15:13;498;27/06/2017 15:13;611;;27/06/2017 15:13;0,077648494;27/06/2017 15:13;0,067103471;27/06/2017 15:13;0,112856988;27/06/2017 15:13;0,081159971;0,075303979
27/06/2017 15:13;625;27/06/2017 15:13;668;27/06/2017 15:13;501;27/06/2017 15:13;611;;27/06/2017 15:13;0,077648494;27/06/2017 15:13;0,067335333;27/06/2017 15:13;0,111926054;27/06/2017 15:13;0,081159971;0,075381266
27/06/2017 15:13;628;27/06/2017 15:13;667;27/06/2017 15:13;499;27/06/2017 15:13;615;;27/06/2017 15:13;0,076906274;27/06/2017 15:13;0,067567543;27/06/2017 15:13;0,112546055;27/06/2017 15:13;0,080148548;0,074874122
27/06/2017 15:13;626;27/06/2017 15:13;667;27/06/2017 15:13;497;27/06/2017 15:14;611;;27/06/2017 15:13;0,077400692;27/06/2017 15:13;0,067567543;27/06/2017 15:13;0,113168546;27/06/2017 15:14;0,081159971;0,075376069
27/06/2017 15:13;625;27/06/2017 15:13;671;27/06/2017 15:13;498;27/06/2017 15:14;608;;27/06/2017 15:13;0,077648494;27/06/2017 15:13;0,066640784;27/06/2017 15:13;0,112856988;27/06/2017 15:14;0,081922893;0,075404057
27/06/2017 15:13;624;27/06/2017 15:13;668;27/06/2017 15:13;501;27/06/2017 15:14;611;;27/06/2017 15:13;0,077896693;27/06/2017 15:13;0,067335333;27/06/2017 15:13;0,111926054;27/06/2017 15:14;0,081159971;0,075463999
27/06/2017 15:13;628;27/06/2017 15:13;669;27/06/2017 15:14;498;27/06/2017 15:14;612;;27/06/2017 15:13;0,076906274;27/06/2017 15:13;0,067103471;27/06/2017 15:14;0,112856988;27/06/2017 15:14;0,080906496;0,07497208
27/06/2017 15:14;625;27/06/2017 15:13;667;27/06/2017 15:14;497;27/06/2017 15:14;608;;27/06/2017 15:14;0,077648494;27/06/2017 15:13;0,067567543;27/06/2017 15:14;0,113168546;27/06/2017 15:14;0,081922893;0,075712977
27/06/2017 15:14;622;27/06/2017 15:13;671;27/06/2017 15:14;499;27/06/2017 15:14;611;;27/06/2017 15:14;0,078394286;27/06/2017 15:13;0,066640784;27/06/2017 15:14;0,112546055;27/06/2017 15:14;0,081159971;0,075398347
27/06/2017 15:14;626;27/06/2017 15:14;668;27/06/2017 15:14;498;27/06/2017 15:14;612;;27/06/2017 15:14;0,077400692;27/06/2017 15:14;0,067335333;27/06/2017 15:14;0,112856988;27/06/2017 15:14;0,080906496;0,075214174
27/06/2017 15:14;625;27/06/2017 15:14;665;27/06/2017 15:14;497;27/06/2017 15:14;611;;27/06/2017 15:14;0,077648494;27/06/2017 15:14;0,068033009;27/06/2017 15:14;0,113168546;27/06/2017 15:14;0,081159971;0,075613825
27/06/2017 15:14;624;27/06/2017 15:14;668;27/06/2017 15:14;499;27/06/2017 15:14;611;;27/06/2017 15:14;0,077896693;27/06/2017 15:14;0,067335333;27/06/2017 15:14;0,112546055;27/06/2017 15:14;0,081159971;0,075463999
27/06/2017 15:14;625;27/06/2017 15:14;668;27/06/2017 15:14;498;27/06/2017 15:14;613;;27/06/2017 15:14;0,077648494;27/06/2017 15:14;0,067335333;27/06/2017 15:14;0,112856988;27/06/2017 15:14;0,080653435;0,075212421
27/06/2017 15:14;625;27/06/2017 15:14;666;27/06/2017 15:14;499;27/06/2017 15:14;610;;27/06/2017 15:14;0,077648494;27/06/2017 15:14;0,067800101;27/06/2017 15:14;0,112546055;27/06/2017 15:14;0,081413862;0,075620819
27/06/2017 15:14;624;27/06/2017 15:14;668;27/06/2017 15:14;499;27/06/2017 15:14;612;;27/06/2017 15:14;0,077896693;27/06/2017 15:14;0,067335333;27/06/2017 15:14;0,112546055;27/06/2017 15:14;0,080906496;0,075379507
27/06/2017 15:14;625;27/06/2017 15:14;668;27/06/2017 15:14;499;27/06/2017 15:15;611;;27/06/2017 15:14;0,077648494;27/06/2017 15:14;0,067335333;27/06/2017 15:14;0,112546055;27/06/2017 15:15;0,081159971;0,075381266
27/06/2017 15:14;626;27/06/2017 15:14;668;27/06/2017 15:14;497;27/06/2017 15:15;609;;27/06/2017 15:14;0,077400692;27/06/2017 15:14;0,067335333;27/06/2017 15:14;0,113168546;27/06/2017 15:15;0,081668169;0,075468065
27/06/2017 15:14;624;27/06/2017 15:14;668;27/06/2017 15:14;498;27/06/2017 15:15;611;;27/06/2017 15:14;0,077896693;27/06/2017 15:14;0,067335333;27/06/2017 15:14;0,112856988;27/06/2017 15:15;0,081159971;0,075463999
27/06/2017 15:14;625;27/06/2017 15:14;669;27/06/2017 15:15;499;27/06/2017 15:15;611;;27/06/2017 15:14;0,077648494;27/06/2017 15:14;0,067103471;27/06/2017 15:15;0,112546055;27/06/2017 15:15;0,081159971;0,075303979
27/06/2017 15:15;625;27/06/2017 15:14;667;27/06/2017 15:15;497;27/06/2017 15:15;611;;27/06/2017 15:15;0,077648494;27/06/2017 15:14;0,067567543;27/06/2017 15:15;0,113168546;27/06/2017 15:15;0,081159971;0,07545867
27/06/2017 15:15;623;27/06/2017 15:14;668;27/06/2017 15:15;499;27/06/2017 15:15;611;;27/06/2017 15:15;0,07814529;27/06/2017 15:14;0,067335333;27/06/2017 15:15;0,112546055;27/06/2017 15:15;0,081159971;0,075546865
27/06/2017 15:15;626;27/06/2017 15:15;668;27/06/2017 15:15;499;27/06/2017 15:15;613;;27/06/2017 15:15;0,077400692;27/06/2017 15:15;0,067335333;27/06/2017 15:15;0,112546055;27/06/2017 15:15;0,080653435;0,07512982
27/06/2017 15:15;626;27/06/2017 15:15;665;27/06/2017 15:15;499;27/06/2017 15:15;612;;27/06/2017 15:15;0,077400692;27/06/2017 15:15;0,068033009;27/06/2017 15:15;0,112546055;27/06/2017 15:15;0,080906496;0,075446732
27/06/2017 15:15;626;27/06/2017 15:15;668;27/06/2017 15:15;499;27/06/2017 15:15;611;;27/06/2017 15:15;0,077400692;27/06/2017 15:15;0,067335333;27/06/2017 15:15;0,112546055;27/06/2017 15:15;0,081159971;0,075298666
27/06/2017 15:15;625;27/06/2017 15:15;668;27/06/2017 15:15;500;27/06/2017 15:15;609;;27/06/2017 15:15;0,077648494;27/06/2017 15:15;0,067335333;27/06/2017 15:15;0,112235745;27/06/2017 15:15;0,081668169;0,075550665
27/06/2017 15:15;626;27/06/2017 15:15;668;27/06/2017 15:15;498;27/06/2017 15:15;612;;27/06/2017 15:15;0,077400692;27/06/2017 15:15;0,067335333;27/06/2017 15:15;0,112856988;27/06/2017 15:15;0,080906496;0,075214174
27/06/2017 15:15;626;27/06/2017 15:15;668;27/06/2017 15:15;499;27/06/2017 15:15;614;;27/06/2017 15:15;0,077400692;27/06/2017 15:15;0,067335333;27/06/2017 15:15;0,112546055;27/06/2017 15:15;0,080400786;0,075045604
27/06/2017 15:15;626;27/06/2017 15:15;668;27/06/2017 15:15;497;27/06/2017 15:16;612;;27/06/2017 15:15;0,077400692;27/06/2017 15:15;0,067335333;27/06/2017 15:15;0,113168546;27/06/2017 15:16;0,080906496;0,075214174
27/06/2017 15:15;624;27/06/2017 15:15;669;27/06/2017 15:15;498;27/06/2017 15:16;610;;27/06/2017 15:15;0,077896693;27/06/2017 15:15;0,067103471;27/06/2017 15:15;0,112856988;27/06/2017 15:16;0,081413862;0,075471342
27/06/2017 15:15;625;27/06/2017 15:15;669;27/06/2017 15:15;501;27/06/2017 15:16;612;;27/06/2017 15:15;0,077648494;27/06/2017 15:15;0,067103471;27/06/2017 15:15;0,111926054;27/06/2017 15:16;0,080906496;0,075219487
27/06/2017 15:15;628;27/06/2017 15:15;666;27/06/2017 15:16;498;27/06/2017 15:16;611;;27/06/2017 15:15;0,076906274;27/06/2017 15:15;0,067800101;27/06/2017 15:16;0,112856988;27/06/2017 15:16;0,081159971;0,075288782
27/06/2017 15:16;625;27/06/2017 15:15;668;27/06/2017 15:16;496;27/06/2017 15:16;611;;27/06/2017 15:16;0,077648494;27/06/2017 15:15;0,067335333;27/06/2017 15:16;0,113480731;27/06/2017 15:16;0,081159971;0,075381266
27/06/2017 15:16;623;27/06/2017 15:15;670;27/06/2017 15:16;498;27/06/2017 15:16;611;;27/06/2017 15:16;0,07814529;27/06/2017 15:15;0,066871955;27/06/2017 15:16;0,112856988;27/06/2017 15:16;0,081159971;0,075392405
27/06/2017 15:16;625;27/06/2017 15:16;668;27/06/2017 15:16;500;27/06/2017 15:16;615;;27/06/2017 15:16;0,077648494;27/06/2017 15:16;0,067335333;27/06/2017 15:16;0,112235745;27/06/2017 15:16;0,080148548;0,075044125
27/06/2017 15:16;627;27/06/2017 15:16;666;27/06/2017 15:16;498;27/06/2017 15:16;611;;27/06/2017 15:16;0,077153286;27/06/2017 15:16;0,067800101;27/06/2017 15:16;0,112856988;27/06/2017 15:16;0,081159971;0,07537112
27/06/2017 15:16;625;27/06/2017 15:16;669;27/06/2017 15:16;498;27/06/2017 15:16;612;;27/06/2017 15:16;0,077648494;27/06/2017 15:16;0,067103471;27/06/2017 15:16;0,112856988;27/06/2017 15:16;0,080906496;0,075219487
27/06/2017 15:16;625;27/06/2017 15:16;669;27/06/2017 15:16;502;27/06/2017 15:16;609;;27/06/2017 15:16;0,077648494;27/06/2017 15:16;0,067103471;27/06/2017 15:16;0,111616981;27/06/2017 15:16;0,081668169;0,075473378
27/06/2017 15:16;629;27/06/2017 15:16;668;27/06/2017 15:16;500;27/06/2017 15:16;612;;27/06/2017 15:16;0,076659655;27/06/2017 15:16;0,067335333;27/06/2017 15:16;0,112235745;27/06/2017 15:16;0,080906496;0,074967162
27/06/2017 15:16;626;27/06/2017 15:16;668;27/06/2017 15:16;499;27/06/2017 15:16;613;;27/06/2017 15:16;0,077400692;27/06/2017 15:16;0,067335333;27/06/2017 15:16;0,112546055;27/06/2017 15:16;0,080653435;0,07512982
27/06/2017 15:16;625;27/06/2017 15:16;671;27/06/2017 15:16;496;27/06/2017 15:17;612;;27/06/2017 15:16;0,077648494;27/06/2017 15:16;0,066640784;27/06/2017 15:16;0,113480731;27/06/2017 15:17;0,080906496;0,075065258
27/06/2017 15:16;623;27/06/2017 15:16;669;27/06/2017 15:16;498;27/06/2017 15:17;610;;27/06/2017 15:16;0,07814529;27/06/2017 15:16;0,067103471;27/06/2017 15:16;0,112856988;27/06/2017 15:17;0,081413862;0,075554207
27/06/2017 15:16;625;27/06/2017 15:16;668;27/06/2017 15:16;500;27/06/2017 15:17;612;;27/06/2017 15:16;0,077648494;27/06/2017 15:16;0,067335333;27/06/2017 15:16;0,112235745;27/06/2017 15:17;0,080906496;0,075296775
27/06/2017 15:16;627;27/06/2017 15:16;666;27/06/2017 15:17;498;27/06/2017 15:17;613;;27/06/2017 15:16;0,077153286;27/06/2017 15:16;0,067800101;27/06/2017 15:17;0,112856988;27/06/2017 15:17;0,080653435;0,075202274
27/06/2017 15:17;626;27/06/2017 15:16;668;27/06/2017 15:17;498;27/06/2017 15:17;611;;27/06/2017 15:17;0,077400692;27/06/2017 15:16;0,067335333;27/06/2017 15:17;0,112856988;27/06/2017 15:17;0,081159971;0,075298666
27/06/2017 15:17;624;27/06/2017 15:16;668;27/06/2017 15:17;499;27/06/2017 15:17;610;;27/06/2017 15:17;0,077896693;27/06/2017 15:16;0,067335333;27/06/2017 15:17;0,112546055;27/06/2017 15:17;0,081413862;0,075548629
27/06/2017 15:17;625;27/06/2017 15:17;669;27/06/2017 15:17;500;27/06/2017 15:17;611;;27/06/2017 15:17;0,077648494;27/06/2017 15:17;0,067103471;27/06/2017 15:17;0,112235745;27/06/2017 15:17;0,081159971;0,075303979
27/06/2017 15:17;627;27/06/2017 15:17;667;27/06/2017 15:17;499;27/06/2017 15:17;612;;27/06/2017 15:17;0,077153286;27/06/2017 15:17;0,067567543;27/06/2017 15:17;0,112546055;27/06/2017 15:17;0,080906496;0,075209108
27/06/2017 15:17;625;27/06/2017 15:17;669;27/06/2017 15:17;498;27/06/2017 15:17;615;;27/06/2017 15:17;0,077648494;27/06/2017 15:17;0,067103471;27/06/2017 15:17;0,112856988;27/06/2017 15:17;0,080148548;0,074966838
27/06/2017 15:17;625;27/06/2017 15:17;670;27/06/2017 15:17;498;27/06/2017 15:17;613;;27/06/2017 15:17;0,077648494;27/06/2017 15:17;0,066871955;27/06/2017 15:17;0,112856988;27/06/2017 15:17;0,080653435;0,075057961
27/06/2017 15:17;624;27/06/2017 15:17;668;27/06/2017 15:17;499;27/06/2017 15:17;612;;27/06/2017 15:17;0,077896693;27/06/2017 15:17;0,067335333;27/06/2017 15:17;0,112546055;27/06/2017 15:17;0,080906496;0,075379507
27/06/2017 15:17;625;27/06/2017 15:17;668;27/06/2017 15:17;501;27/06/2017 15:17;612;;27/06/2017 15:17;0,077648494;27/06/2017 15:17;0,067335333;27/06/2017 15:17;0,111926054;27/06/2017 15:17;0,080906496;0,075296775
27/06/2017 15:17;628;27/06/2017 15:17;668;27/06/2017 15:17;500;27/06/2017 15:18;609;;27/06/2017 15:17;0,076906274;27/06/2017 15:17;0,067335333;27/06/2017 15:17;0,112235745;27/06/2017 15:18;0,081668169;0,075303259
27/06/2017 15:17;625;27/06/2017 15:17;669;27/06/2017 15:17;499;27/06/2017 15:18;612;;27/06/2017 15:17;0,077648494;27/06/2017 15:17;0,067103471;27/06/2017 15:17;0,112546055;27/06/2017 15:18;0,080906496;0,075219487
27/06/2017 15:17;626;27/06/2017 15:17;672;27/06/2017 15:17;498;27/06/2017 15:18;613;;27/06/2017 15:17;0,077400692;27/06/2017 15:17;0,066409957;27/06/2017 15:17;0,112856988;27/06/2017 15:18;0,080653435;0,074821362
27/06/2017 15:17;625;27/06/2017 15:17;669;27/06/2017 15:18;496;27/06/2017 15:18;613;;27/06/2017 15:17;0,077648494;27/06/2017 15:17;0,067103471;27/06/2017 15:18;0,113480731;27/06/2017 15:18;0,080653435;0,075135133
27/06/2017 15:18;623;27/06/2017 15:17;668;27/06/2017 15:18;500;27/06/2017 15:18;612;;27/06/2017 15:18;0,07814529;27/06/2017 15:17;0,067335333;27/06/2017 15:18;0,112235745;27/06/2017 15:18;0,080906496;0,075462373
27/06/2017 15:18;624;27/06/2017 15:17;669;27/06/2017 15:18;499;27/06/2017 15:18;611;;27/06/2017 15:18;0,077896693;27/06/2017 15:17;0,067103471;27/06/2017 15:18;0,112546055;27/06/2017 15:18;0,081159971;0,075386712
27/06/2017 15:18;625;27/06/2017 15:18;666;27/06/2017 15:18;500;27/06/2017 15:18;609;;27/06/2017 15:18;0,077648494;27/06/2017 15:18;0,067800101;27/06/2017 15:18;0,112235745;27/06/2017 15:18;0,081668169;0,075705588
27/06/2017 15:18;626;27/06/2017 15:18;669;27/06/2017 15:18;499;27/06/2017 15:18;612;;27/06/2017 15:18;0,077400692;27/06/2017 15:18;0,067103471;27/06/2017 15:18;0,112546055;27/06/2017 15:18;0,080906496;0,075136886
27/06/2017 15:18;626;27/06/2017 15:18;669;27/06/2017 15:18;498;27/06/2017 15:18;612;;27/06/2017 15:18;0,077400692;27/06/2017 15:18;0,067103471;27/06/2017 15:18;0,112856988;27/06/2017 15:18;0,080906496;0,075136886
27/06/2017 15:18;625;27/06/2017 15:18;669;27/06/2017 15:18;497;27/06/2017 15:18;614;;27/06/2017 15:18;0,077648494;27/06/2017 15:18;0,067103471;27/06/2017 15:18;0,113168546;27/06/2017 15:18;0,080400786;0,075050917
27/06/2017 15:18;623;27/06/2017 15:18;668;27/06/2017 15:18;498;27/06/2017 15:18;611;;27/06/2017 15:18;0,07814529;27/06/2017 15:18;0,067335333;27/06/2017 15:18;0,112856988;27/06/2017 15:18;0,081159971;0,075546865
27/06/2017 15:18;625;27/06/2017 15:18;668;27/06/2017 15:18;499;27/06/2017 15:18;609;;27/06/2017 15:18;0,077648494;27/06/2017 15:18;0,067335333;27/06/2017 15:18;0,112546055;27/06/2017 15:18;0,081668169;0,075550665
27/06/2017 15:18;626;27/06/2017 15:18;666;27/06/2017 15:18;500;27/06/2017 15:19;613;;27/06/2017 15:18;0,077400692;27/06/2017 15:18;0,067800101;27/06/2017 15:18;0,112235745;27/06/2017 15:19;0,080653435;0,075284743
27/06/2017 15:18;627;27/06/2017 15:18;669;27/06/2017 15:18;499;27/06/2017 15:19;611;;27/06/2017 15:18;0,077153286;27/06/2017 15:18;0,067103471;27/06/2017 15:18;0,112546055;27/06/2017 15:19;0,081159971;0,075138909
27/06/2017 15:18;626;27/06/2017 15:18;668;27/06/2017 15:18;497;27/06/2017 15:19;609;;27/06/2017 15:18;0,077400692;27/06/2017 15:18;0,067335333;27/06/2017 15:18;0,113168546;27/06/2017 15:19;0,081668169;0,075468065
27/06/2017 15:18;623;27/06/2017 15:18;670;27/06/2017 15:19;499;27/06/2017 15:19;612;;27/06/2017 15:18;0,07814529;27/06/2017 15:18;0,066871955;27/06/2017 15:19;0,112546055;27/06/2017 15:19;0,080906496;0,075307913
27/06/2017 15:19;626;27/06/2017 15:18;668;27/06/2017 15:19;498;27/06/2017 15:19;613;;27/06/2017 15:19;0,077400692;27/06/2017 15:18;0,067335333;27/06/2017 15:19;0,112856988;27/06/2017 15:19;0,080653435;0,07512982
27/06/2017 15:19;625;27/06/2017 15:18;666;27/06/2017 15:19;498;27/06/2017 15:19;612;;27/06/2017 15:19;0,077648494;27/06/2017 15:18;0,067800101;27/06/2017 15:19;0,112856988;27/06/2017 15:19;0,080906496;0,075451697
27/06/2017 15:19;624;27/06/2017 15:19;668;27/06/2017 15:19;500;27/06/2017 15:19;611;;27/06/2017 15:19;0,077896693;27/06/2017 15:19;0,067335333;27/06/2017 15:19;0,112235745;27/06/2017 15:19;0,081159971;0,075463999
27/06/2017 15:19;625;27/06/2017 15:19;668;27/06/2017 15:19;501;27/06/2017 15:19;616;;27/06/2017 15:19;0,077648494;27/06/2017 15:19;0,067335333;27/06/2017 15:19;0,111926054;27/06/2017 15:19;0,079896721;0,074960183
27/06/2017 15:19;626;27/06/2017 15:19;667;27/06/2017 15:19;499;27/06/2017 15:19;612;;27/06/2017 15:19;0,077400692;27/06/2017 15:19;0,067567543;27/06/2017 15:19;0,112546055;27/06/2017 15:19;0,080906496;0,075291577
27/06/2017 15:19;625;27/06/2017 15:19;669;27/06/2017 15:19;499;27/06/2017 15:19;612;;27/06/2017 15:19;0,077648494;27/06/2017 15:19;0,067103471;27/06/2017 15:19;0,112546055;27/06/2017 15:19;0,080906496;0,075219487
27/06/2017 15:19;626;27/06/2017 15:19;670;27/06/2017 15:19;501;27/06/2017 15:19;614;;27/06/2017 15:19;0,077400692;27/06/2017 15:19;0,066871955;27/06/2017 15:19;0,111926054;27/06/2017 15:19;0,080400786;0,074891144
27/06/2017 15:19;628;27/06/2017 15:19;669;27/06/2017 15:19;499;27/06/2017 15:19;611;;27/06/2017 15:19;0,076906274;27/06/2017 15:19;0,067103471;27/06/2017 15:19;0,112546055;27/06/2017 15:19;0,081159971;0,075056572
27/06/2017 15:19;625;27/06/2017 15:19;668;27/06/2017 15:19;499;27/06/2017 15:20;611;;27/06/2017 15:19;0,077648494;27/06/2017 15:19;0,067335333;27/06/2017 15:19;0,112546055;27/06/2017 15:20;0,081159971;0,075381266
27/06/2017 15:19;625;27/06/2017 15:19;672;27/06/2017 15:19;501;27/06/2017 15:20;613;;27/06/2017 15:19;0,077648494;27/06/2017 15:19;0,066409957;27/06/2017 15:19;0,111926054;27/06/2017 15:20;0,080653435;0,074903962
27/06/2017 15:19;628;27/06/2017 15:19;669;27/06/2017 15:19;499;27/06/2017 15:20;612;;27/06/2017 15:19;0,076906274;27/06/2017 15:19;0,067103471;27/06/2017 15:19;0,112546055;27/06/2017 15:20;0,080906496;0,07497208
27/06/2017 15:19;626;27/06/2017 15:19;669;27/06/2017 15:20;498;27/06/2017 15:20;610;;27/06/2017 15:19;0,077400692;27/06/2017 15:19;0,067103471;27/06/2017 15:20;0,112856988;27/06/2017 15:20;0,081413862;0,075306008
27/06/2017 15:20;623;27/06/2017 15:19;670;27/06/2017 15:20;500;27/06/2017 15:20;615;;27/06/2017 15:20;0,07814529;27/06/2017 15:19;0,066871955;27/06/2017 15:20;0,112235745;27/06/2017 15:20;0,080148548;0,075055264
27/06/2017 15:20;626;27/06/2017 15:19;668;27/06/2017 15:20;499;27/06/2017 15:20;612;;27/06/2017 15:20;0,077400692;27/06/2017 15:19;0,067335333;27/06/2017 15:20;0,112546055;27/06/2017 15:20;0,080906496;0,075214174
27/06/2017 15:20;625;27/06/2017 15:20;667;27/06/2017 15:20;498;27/06/2017 15:20;610;;27/06/2017 15:20;0,077648494;27/06/2017 15:20;0,067567543;27/06/2017 15:20;0,112856988;27/06/2017 15:20;0,081413862;0,0755433
27/06/2017 15:20;624;27/06/2017 15:20;669;27/06/2017 15:20;502;27/06/2017 15:20;613;;27/06/2017 15:20;0,077896693;27/06/2017 15:20;0,067103471;27/06/2017 15:20;0,111616981;27/06/2017 15:20;0,080653435;0,075217866
27/06/2017 15:20;627;27/06/2017 15:20;668;27/06/2017 15:20;499;27/06/2017 15:20;613;;27/06/2017 15:20;0,077153286;27/06/2017 15:20;0,067335333;27/06/2017 15:20;0,112546055;27/06/2017 15:20;0,080653435;0,075047351
27/06/2017 15:20;625;27/06/2017 15:20;667;27/06/2017 15:20;497;27/06/2017 15:20;609;;27/06/2017 15:20;0,077648494;27/06/2017 15:20;0,067567543;27/06/2017 15:20;0,113168546;27/06/2017 15:20;0,081668169;0,075628069
27/06/2017 15:20;623;27/06/2017 15:20;671;27/06/2017 15:20;499;27/06/2017 15:20;613;;27/06/2017 15:20;0,07814529;27/06/2017 15:20;0,066640784;27/06/2017 15:20;0,112546055;27/06/2017 15:20;0,080653435;0,075146503
27/06/2017 15:20;625;27/06/2017 15:20;668;27/06/2017 15:20;499;27/06/2017 15:21;612;;27/06/2017 15:20;0,077648494;27/06/2017 15:20;0,067335333;27/06/2017 15:20;0,112546055;27/06/2017 15:21;0,080906496;0,075296775
27/06/2017 15:20;626;27/06/2017 15:20;667;27/06/2017 15:20;497;27/06/2017 15:21;612;;27/06/2017 15:20;0,077400692;27/06/2017 15:20;0,067567543;27/06/2017 15:20;0,113168546;27/06/2017 15:21;0,080906496;0,075291577
27/06/2017 15:20;623;27/06/2017 15:20;669;27/06/2017 15:20;500;27/06/2017 15:21;615;;27/06/2017 15:20;0,07814529;27/06/2017 15:20;0,067103471;27/06/2017 15:20;0,112235745;27/06/2017 15:21;0,080148548;0,075132436
27/06/2017 15:20;626;27/06/2017 15:20;669;27/06/2017 15:21;499;27/06/2017 15:21;612;;27/06/2017 15:20;0,077400692;27/06/2017 15:20;0,067103471;27/06/2017 15:21;0,112546055;27/06/2017 15:21;0,080906496;0,075136886
27/06/2017 15:21;625;27/06/2017 15:20;666;27/06/2017 15:21;498;27/06/2017 15:21;612;;27/06/2017 15:21;0,077648494;27/06/2017 15:20;0,067800101;27/06/2017 15:21;0,112856988;27/06/2017 15:21;0,080906496;0,075451697
27/06/2017 15:21;625;27/06/2017 15:20;669;27/06/2017 15:21;502;27/06/2017 15:21;614;;27/06/2017 15:21;0,077648494;27/06/2017 15:20;0,067103471;27/06/2017 15:21;0,111616981;27/06/2017 15:21;0,080400786;0,075050917
27/06/2017 15:21;628;27/06/2017 15:21;669;27/06/2017 15:21;499;27/06/2017 15:21;612;;27/06/2017 15:21;0,076906274;27/06/2017 15:21;0,067103471;27/06/2017 15:21;0,112546055;27/06/2017 15:21;0,080906496;0,07497208
27/06/2017 15:21;626;27/06/2017 15:21;669;27/06/2017 15:21;499;27/06/2017 15:21;612;;27/06/2017 15:21;0,077400692;27/06/2017 15:21;0,067103471;27/06/2017 15:21;0,112546055;27/06/2017 15:21;0,080906496;0,075136886
27/06/2017 15:21;625;27/06/2017 15:21;671;27/06/2017 15:21;501;27/06/2017 15:21;614;;27/06/2017 15:21;0,077648494;27/06/2017 15:21;0,066640784;27/06/2017 15:21;0,111926054;27/06/2017 15:21;0,080400786;0,074896688
27/06/2017 15:21;628;27/06/2017 15:21;668;27/06/2017 15:21;499;27/06/2017 15:21;612;;27/06/2017 15:21;0,076906274;27/06/2017 15:21;0,067335333;27/06/2017 15:21;0,112546055;27/06/2017 15:21;0,080906496;0,075049368
27/06/2017 15:21;625;27/06/2017 15:21;668;27/06/2017 15:21;499;27/06/2017 15:21;612;;27/06/2017 15:21;0,077648494;27/06/2017 15:21;0,067335333;27/06/2017 15:21;0,112546055;27/06/2017 15:21;0,080906496;0,075296775
27/06/2017 15:21;626;27/06/2017 15:21;670;27/06/2017 15:21;501;27/06/2017 15:21;616;;27/06/2017 15:21;0,077400692;27/06/2017 15:21;0,066871955;27/06/2017 15:21;0,111926054;27/06/2017 15:21;0,079896721;0,074723123
27/06/2017 15:21;626;27/06/2017 15:21;669;27/06/2017 15:21;499;27/06/2017 15:22;612;;27/06/2017 15:21;0,077400692;27/06/2017 15:21;0,067103471;27/06/2017 15:21;0,112546055;27/06/2017 15:22;0,080906496;0,075136886
27/06/2017 15:21;625;27/06/2017 15:21;669;27/06/2017 15:21;499;27/06/2017 15:22;609;;27/06/2017 15:21;0,077648494;27/06/2017 15:21;0,067103471;27/06/2017 15:21;0,112546055;27/06/2017 15:22;0,081668169;0,075473378
27/06/2017 15:21;625;27/06/2017 15:21;670;27/06/2017 15:21;503;27/06/2017 15:22;612;;27/06/2017 15:21;0,077648494;27/06/2017 15:21;0,066871955;27/06/2017 15:21;0,111308524;27/06/2017 15:22;0,080906496;0,075142315
27/06/2017 15:21;628;27/06/2017 15:21;669;27/06/2017 15:22;499;27/06/2017 15:22;612;;27/06/2017 15:21;0,076906274;27/06/2017 15:21;0,067103471;27/06/2017 15:22;0,112546055;27/06/2017 15:22;0,080906496;0,07497208
27/06/2017 15:22;626;27/06/2017 15:21;669;27/06/2017 15:22;497;27/06/2017 15:22;610;;27/06/2017 15:22;0,077400692;27/06/2017 15:21;0,067103471;27/06/2017 15:22;0,113168546;27/06/2017 15:22;0,081413862;0,075306008
